token	complexity
scribes	0.5
welts	0.375
heritage	0.375
Zechariah	0.5
concubines	0.375
oracle	0.375
Nun	0.375
rod	0.375
rod	0.411764706
Philistines	0.596153846
Philistines	0.6
Hezekiah	0.382352941
Hezekiah	0.46875
Hezekiah	0.5
Hezekiah	0.5
Hezekiah	0.557692308
valor	0.383333333
valor	0.383333333
vanities	0.383333333
vanities	0.458333333
fillets	0.384615385
slanderers	0.386363636
topmost	0.388888889
numbering	0.388888889
colts	0.388888889
necromancer	0.388888889
Reuben	0.390625
Reuben	0.394736842
Reuben	0.397058824
Ahab	0.40625
Ahab	0.410714286
Ahab	0.5
citadel	0.397058824
citadel	0.430555556
Canaanites	0.397058824
Canaanites	0.410714286
Canaanites	0.458333333
Canaanites	0.460526316
Canaanites	0.657894737
deceit	0.397727273
booty	0.4
Mordecai	0.4
Mordecai	0.5
Mordecai	0.513157895
Mordecai	0.525
Mordecai	0.544117647
leprosy	0.402777778
triumphing	0.402777778
desolation	0.404761905
desolation	0.45
fords	0.527777778
iniquities	0.413043478
iniquities	0.4375
iniquities	0.483333333
iniquities	0.55
splendor	0.421052632
Gomorrah	0.421052632
Haman	0.421052632
Haman	0.425
Haman	0.426470588
Haman	0.460526316
Haman	0.484375
prophetess	0.421052632
prophetess	0.525
divination	0.421875
divination	0.516666667
divination	0.638888889
restorer	0.421875
flutters	0.421875
Mesopotamia	0.421875
Mesopotamia	0.428571429
Mesopotamia	0.515625
fetters	0.425
fetters	0.625
Persia	0.425
iniquity	0.425
iniquity	0.447368421
iniquity	0.5
iniquity	0.5
iniquity	0.517857143
Gentiles	0.460526316
Gentiles	0.464285714
Gentiles	0.5
troughs	0.430555556
troughs	0.555555556
tabernacle	0.430555556
tabernacle	0.464285714
tabernacle	0.484375
tabernacle	0.544117647
mast	0.430555556
banquet	0.430555556
bridegroom	0.433333333
centurion	0.4375
centurion	0.475
centurion	0.513888889
Er	0.4375
Samson	0.441176471
hart	0.444444444
deliverer	0.444444444
deliverer	0.5
exhortation	0.444444444
exhortation	0.517857143
exhortation	0.533333333
porters	0.447368421
flint	0.447368421
Athenians	0.45
seer	0.45
pestle	0.45
clamor	0.45
Bethel	0.453125
Bethel	0.486111111
Bethel	0.544117647
Bethel	0.546875
Bethel	0.6
Gad	0.454545455
Gad	0.513157895
Gad	0.53125
Gad	0.557692308
Gad	0.75
Golgotha	0.475
Golgotha	0.573529412
quails	0.455882353
Hor	0.455882353
Hor	0.5625
Ahi	0.455882353
vats	0.455882353
evangelists	0.455882353
lattice	0.458333333
Pharisees	0.583333333
Pharisees	0.625
Goshen	0.571428571
Goshen	0.583333333
tithes	0.461538462
yoke	0.464285714
yoke	0.514705882
minstrels	0.464285714
Lod	0.466666667
tanner	0.46875
shekels	0.46875
shekels	0.514705882
shekels	0.675
signet	0.46875
signet	0.473684211
signet	0.485294118
signet	0.486842105
signet	0.575
Tubal	0.46875
Tubal	0.475
Purim	0.597222222
Purim	0.705882353
transgression	0.473684211
usury	0.473684211
usury	0.486111111
cellars	0.475
zither	0.475
zither	0.5
Hosea	0.475
travail	0.477272727
travail	0.578125
travail	0.666666667
roar	0.480769231
Nimrod	0.482142857
sower	0.483333333
Assyrian	0.483333333
Assyrian	0.583333333
chieftain	0.483333333
eunuchs	0.484375
eunuchs	0.546875
eunuchs	0.59375
eunuchs	0.632352941
infirmity	0.484375
omer	0.485294118
Shadrach	0.486111111
Shadrach	0.517857143
Shadrach	0.558823529
Shadrach	0.55952381
Shadrach	0.633333333
henna	0.486842105
soothsayers	0.489130435
soothsayers	0.566666667
Corinth	0.5
sachet	0.5
Carmel	0.5
Tyre	0.5
preeminence	0.5
Ephesians	0.5
Ephesians	0.722222222
couplings	0.5
soundings	0.5
Phoenicia	0.5
reformation	0.5
hireling	0.5
conceit	0.5
adulterers	0.5
earnestness	0.5
Pinon	0.5
coffer	0.5125
pestilence	0.513157895
pestilence	0.517857143
adders	0.513157895
Og	0.513888889
couriers	0.513888889
dainties	0.513888889
dainties	0.517857143
dainties	0.5625
dainties	0.565789474
dainties	0.638888889
cistern	0.513888889
Nob	0.514705882
Nob	0.618421053
Hosanna	0.514705882
disrepute	0.515625
avails	0.55
Hittite	0.55
Hittite	0.5625
Hittite	0.569444444
Hittite	0.569444444
Hittite	0.777777778
Aquila	0.553571429
Aquila	0.694444444
Ir	0.555555556
Gog	0.555555556
Gog	0.633333333
dunghill	0.555555556
ALEPH	0.556818182
edifying	0.558823529
Aeneas	0.558823529
katydid	0.565789474
mire	0.569444444
Folly	0.571428571
sodomites	0.571428571
sodomites	0.660714286
Phrygia	0.571428571
Phrygia	0.691176471
mammon	0.578125
convocation	0.578125
tumult	0.589285714
heresies	0.589285714
Ain	0.590909091
Redeemer	0.592105263
blasphemers	0.6
cherub	0.611111111
drachma	0.611111111
foresail	0.616666667
Ophir	0.625
Ophir	0.633333333
cubit	0.631578947
hyssop	0.647058824
cormorant	0.652777778
sheaf	0.657894737
tresses	0.671875
Methuselah	0.675
Agee	0.675
Tou	0.825
fact	0
fact	0.183333333
fact	0.3
studies	0
studies	0.125
studies	0.196428571
studies	0.205882353
studies	0.236842105
disease	0
disease	0.166666667
disease	0.234375
disease	0.388888889
details	0
Use	0
Use	0.285714286
age	0
age	0.15
age	0.160714286
age	0.171052632
age	0.275
lives	0
weeks	0.025
weeks	0.326086957
Figure	0.025
Figure	0.111111111
Figure	0.1875
Figure	0.236111111
Figure	0.283333333
sign	0.025
sign	0.211538462
amounts	0.025
amounts	0.183333333
amounts	0.191176471
skin	0.025
skin	0.05
skin	0.25
skin	0.291666667
daylight	0.025
others	0.025
others	0.223684211
others	0.225
others	0.328125
diseases	0.025
diseases	0.125
diseases	0.15625
diseases	0.197368421
diseases	0.288461538
cause	0.171875
cause	0.178571429
cause	0.25
cause	0.289473684
explanation	0.027777778
explanation	0.096153846
explanation	0.220588235
numbers	0.027777778
numbers	0.202380952
numbers	0.211538462
hair	0.027777778
hair	0.09375
hair	0.176470588
hair	0.2
hands	0.05
hands	0.205882353
color	0.027777778
color	0.166666667
color	0.234375
animal	0.038461538
animal	0.171875
animal	0.180555556
animal	0.205882353
animal	0.25
fish	0.05
fish	0.216666667
patterns	0.05
patterns	0.15
patterns	0.233333333
patterns	0.235294118
patterns	0.328125
mouse	0.05
mouse	0.075
mouse	0.140625
mouse	0.214285714
mouse	0.234375
images	0.05
range	0.05
range	0.220588235
range	0.288461538
range	0.291666667
products	0.15625
lack	0.05
lack	0.071428571
lack	0.180555556
lack	0.25
search	0.05
search	0.083333333
search	0.229166667
search	0.525
release	0.3
read	0.05
brain	0.05
brain	0.196428571
brain	0.225
brain	0.25
brain	0.296875
stress	0.05
stress	0.196428571
stress	0.222222222
stress	0.222222222
stress	0.294117647
activity	0.05
activity	0.140625
activity	0.176470588
activity	0.235294118
activity	0.45
livers	0.05
livers	0.323529412
swimming	0.05
kidneys	0.05
total	0.05
start	0.142857143
start	0.15625
start	0.282608696
survival	0.055555556
survival	0.125
survival	0.134615385
survival	0.15
survival	0.232142857
date	0.055555556
date	0.236842105
date	0.35
women	0.055555556
women	0.197368421
requirement	0.055555556
requirement	0.125
requirement	0.194444444
attempts	0.055555556
play	0.276315789
areas	0.073529412
world	0.075
limb	0.075
limb	0.171052632
limb	0.225
limb	0.3
limb	0.3125
side	0.15625
treatment	0.183333333
treatment	0.1875
treatment	0.223684211
challenge	0.075
challenge	0.264705882
symptoms	0.075
symptoms	0.1
symptoms	0.265625
levels	0.075
levels	0.222222222
levels	0.260416667
levels	0.28125
levels	0.316666667
rule	0.075
lead	0.075
odds	0.075
action	0.125
action	0.233333333
action	0.234375
action	0.276315789
view	0.075
interests	0.075
surgery	0.075
question	0.173076923
test	0.075
test	0.161764706
test	0.279411765
set	0.075
set	0.1
set	0.125
set	0.265625
set	0.318181818
rates	0.075
rates	0.132352941
rates	0.15
rates	0.15
rates	0.233333333
life	0.15
life	0.210526316
conclusion	0.083333333
conclusion	0.1
conclusion	0.2
conclusion	0.233333333
conclusion	0.266666667
decades	0.083333333
decades	0.235294118
performance	0.083333333
performance	0.196428571
groups	0.083333333
groups	0.1875
fate	0.083333333
fate	0.21875
fate	0.25
fate	0.308823529
importance	0.083333333
importance	0.147058824
importance	0.283333333
treatments	0.083333333
treatments	0.214285714
evidence	0.083333333
evidence	0.125
evidence	0.15
evidence	0.166666667
evidence	0.196428571
hearing	0.083333333
hearing	0.3
understanding	0.166666667
understanding	0.183333333
understanding	0.222222222
protection	0.083333333
fraction	0.083333333
variety	0.083333333
variety	0.107142857
variety	0.236111111
variety	0.25
variety	0.265625
pairs	0.083333333
pairs	0.294117647
Design	0.083333333
family	0.083333333
family	0.147058824
family	0.15
family	0.175
family	0.235294118
relationships	0.083333333
night	0.089285714
lungs	0.09375
lungs	0.214285714
lungs	0.233333333
damage	0.09375
damage	0.133333333
damage	0.178571429
damage	0.192307692
avoidance	0.09375
candidate	0.09375
candidate	0.183333333
candidate	0.25
candidate	0.25
candidate	0.293478261
fly	0.1
fly	0.1
shape	0.1
shape	0.15
shape	0.183333333
shape	0.294117647
reasons	0.1
reasons	0.152777778
therapy	0.1
therapy	0.178571429
aim	0.25
months	0.1
months	0.328125
delay	0.1
delay	0.216666667
delay	0.25
events	0.1
events	0.214285714
window	0.1
nature	0.1
nature	0.203125
nature	0.264705882
nature	0.362068966
stage	0.1
stage	0.153846154
stage	0.216666667
stage	0.25
stage	0.34375
perception	0.1
light	0.1
light	0.125
light	0.133333333
light	0.205882353
support	0.214285714
support	0.220588235
mice	0.1
mice	0.125
mice	0.15625
mice	0.203125
mice	0.216666667
questions	0.223684211
questions	0.235294118
online	0.107142857
growth	0.107142857
growth	0.232142857
growth	0.234375
growth	0.336956522
increase	0.109375
increase	0.173076923
increase	0.191176471
increase	0.319444444
idea	0.109375
idea	0.125
idea	0.180555556
idea	0.214285714
muscle	0.109375
muscle	0.236111111
muscle	0.25
muscle	0.283333333
muscle	0.352941176
measures	0.359375
period	0.111111111
functions	0.111111111
functions	0.214285714
functions	0.25
functions	0.272727273
functions	0.279411765
loss	0.111111111
loss	0.222222222
loss	0.25
loss	0.266666667
loss	0.296875
probability	0.111111111
comparison	0.111111111
site	0.111111111
site	0.1875
site	0.233333333
site	0.25
site	0.293478261
candidates	0.111111111
number	0.15625
background	0.115384615
background	0.15
background	0.2
background	0.223684211
types	0.115384615
types	0.15625
types	0.15625
types	0.178571429
types	0.232142857
effects	0.116666667
effects	0.25
effects	0.265625
division	0.175
group	0.116666667
investigation	0.173076923
investigation	0.235294118
investigation	0.25
explanations	0.216666667
explanations	0.21875
relationship	0.125
relationship	0.205882353
relationship	0.236842105
relationship	0.267857143
relationship	0.285714286
block	0.125
study	0.125
study	0.147058824
study	0.161764706
study	0.194444444
study	0.261904762
conditions	0.25
conditions	0.2625
maximum	0.161764706
cells	0.125
cells	0.196428571
cells	0.205882353
cells	0.236111111
cells	0.265625
systems	0.194444444
systems	0.25
heart	0.125
information	0.125
information	0.225
presence	0.125
presence	0.205882353
presence	0.279411765
presence	0.288461538
acids	0.125
acids	0.285714286
acids	0.318181818
switch	0.125
switch	0.15
clearance	0.125
clearance	0.194444444
clearance	0.288461538
clearance	0.375
clearance	0.420454545
water	0.125
water	0.192307692
water	0.230769231
structure	0.125
structure	0.125
structure	0.196428571
structure	0.25
structure	0.267857143
litters	0.125
change	0.157894737
change	0.22826087
change	0.234375
Differences	0.125
inclusion	0.283333333
inclusion	0.366666667
inclusion	0.366666667
length	0.316666667
element	0.125
element	0.2
element	0.235294118
advantage	0.264705882
advantage	0.3
head	0.220588235
intolerance	0.214285714
intolerance	0.338235294
regions	0.216666667
regions	0.235294118
ankle	0.125
appearance	0.125
appearance	0.25
display	0.210526316
extent	0.125
extent	0.125
extent	0.265625
extent	0.308823529
absence	0.125
absence	0.203125
absence	0.220588235
absence	0.319444444
absence	0.34375
animals	0.132352941
animals	0.166666667
animals	0.236842105
animals	0.263888889
health	0.142857143
analysis	0.132352941
analysis	0.175
analysis	0.220588235
analysis	0.222222222
analysis	0.328947368
None	0.132352941
None	0.133333333
None	0.1875
None	0.203125
opportunity	0.133333333
cases	0.276315789
paper	0.133333333
paper	0.1875
paper	0.194444444
paper	0.220588235
paper	0.220588235
member	0.133333333
member	0.153846154
member	0.2
member	0.328947368
member	0.441666667
taste	0.133333333
taste	0.153846154
taste	0.203125
taste	0.25
taste	0.283333333
changes	0.160714286
changes	0.192307692
changes	0.234375
changes	0.315789474
diets	0.134615385
members	0.138888889
members	0.232142857
members	0.25
Introduction	0.134615385
sequence	0.134615385
sequence	0.15
sequence	0.3
sequence	0.34375
sequence	0.363636364
smoke	0.134615385
smoke	0.302631579
blood	0.3125
joints	0.138888889
joints	0.25
components	0.138888889
protein	0.138888889
protein	0.220588235
protein	0.225
protein	0.265625
protein	0.34375
experiments	0.138888889
experiments	0.171052632
experiments	0.171875
experiments	0.277777778
experiments	0.303571429
disturbance	0.138888889
disturbance	0.233333333
disturbance	0.25
bottom	0.138888889
humans	0.138888889
humans	0.2
humans	0.227272727
humans	0.240384615
humans	0.25
difficulties	0.138888889
positives	0.138888889
positives	0.3
lens	0.138888889
lens	0.175
lens	0.175
lens	0.183333333
factors	0.138888889
factors	0.15
factors	0.175
factors	0.315789474
factors	0.339285714
charge	0.138888889
response	0.194444444
response	0.279411765
response	0.291666667
steps	0.140625
steps	0.176470588
steps	0.284090909
occasions	0.325
association	0.142857143
findings	0.142857143
findings	0.21875
findings	0.232142857
findings	0.277777778
findings	0.296875
sites	0.2
tissue	0.142857143
tissue	0.2
tissue	0.216666667
tissue	0.234375
tissue	0.265625
gas	0.142857143
difference	0.142857143
difference	0.216666667
difference	0.279411765
example	0.216666667
checkpoint	0.142857143
use	0.142857143
use	0.157894737
use	0.264705882
food	0.142857143
ear	0.1875
ear	0.233333333
ear	0.35
Comments	0.142857143
sex	0.144736842
sex	0.15
sex	0.205882353
sex	0.21875
sex	0.234375
Figures	0.144736842
Figures	0.194444444
forms	0.145833333
forms	0.1875
forms	0.191176471
forms	0.3125
ability	0.147058824
ability	0.203125
ability	0.203125
ability	0.267857143
approach	0.147058824
approach	0.173076923
approach	0.214285714
approach	0.222222222
approach	0.25
middle	0.147058824
middle	0.161764706
middle	0.289473684
alternative	0.147058824
exercise	0.147058824
exercise	0.225
bodies	0.261363636
bodies	0.433333333
thousands	0.15
course	0.15
availability	0.15
availability	0.25
effect	0.15
effect	0.191176471
effect	0.202380952
effect	0.238636364
effect	0.267857143
percentage	0.15
perspective	0.15
puberty	0.15
regulation	0.15
regulation	0.328125
regulation	0.359375
species	0.15
species	0.1875
species	0.25
species	0.263888889
species	0.273809524
moment	0.15
Studies	0.15
Studies	0.1625
Studies	0.166666667
Studies	0.236842105
plant	0.15
plant	0.184210526
plant	0.3
plant	0.391304348
learning	0.15
learning	0.176470588
learning	0.321428571
learning	0.340909091
identification	0.15
identification	0.2
identification	0.220588235
identification	0.266666667
identification	0.315217391
child	0.25
patient	0.15
cancer	0.336956522
influence	0.220588235
pregnancy	0.152777778
pregnancy	0.183333333
pregnancy	0.289473684
basis	0.15625
basis	0.352941176
aspect	0.266666667
abnormalities	0.15625
abnormalities	0.2
abnormalities	0.232142857
abnormalities	0.285714286
abnormalities	0.333333333
frequency	0.15625
frequency	0.15625
frequency	0.283333333
frequency	0.421875
bleeding	0.15625
bleeding	0.222222222
task	0.25
task	0.293478261
behaviors	0.15625
techniques	0.15625
patients	0.15625
patients	0.211538462
patients	0.239130435
patients	0.28125
Western	0.15625
Western	0.214285714
Western	0.306818182
testing	0.15625
points	0.176470588
points	0.2
points	0.225
translation	0.4125
version	0.369565217
teeth	0.160714286
fasting	0.160714286
fasting	0.230769231
eye	0.160714286
eye	0.1625
eye	0.171875
eye	0.171875
eye	0.236111111
experiment	0.160714286
experiment	0.220588235
experiment	0.375
supply	0.160714286
supply	0.178571429
exposure	0.216666667
exposure	0.216666667
exposure	0.225
exposure	0.266666667
root	0.388888889
realization	0.161764706
area	0.161764706
area	0.173076923
area	0.232142857
area	0.235294118
tools	0.161764706
tools	0.203125
caffeine	0.166666667
organisms	0.166666667
organisms	0.171875
organisms	0.283333333
organisms	0.40625
line	0.166666667
line	0.225
line	0.273809524
line	0.315789474
line	0.416666667
region	0.2
region	0.203125
sister	0.166666667
carrier	0.166666667
hybrid	0.166666667
reading	0.194444444
reading	0.294117647
accumulation	0.166666667
accumulation	0.2
accumulation	0.308823529
accumulation	0.315789474
plants	0.202380952
rate	0.173076923
rate	0.2625
deficits	0.166666667
deficits	0.265625
deficits	0.354166667
deficits	0.381578947
deficits	0.446428571
reports	0.282608696
reports	0.357142857
strength	0.375
classification	0.233333333
review	0.183333333
review	0.233333333
review	0.293478261
organ	0.166666667
organ	0.171052632
organ	0.220588235
means	0.175
means	0.175
means	0.25
data	0.166666667
data	0.176470588
data	0.183333333
data	0.277777778
cloning	0.166666667
cloning	0.294117647
cloning	0.357142857
cloning	0.434210526
tree	0.3
Does	0.166666667
capacity	0.288461538
capacity	0.295454545
kidney	0.166666667
kidney	0.203125
kidney	0.210526316
kidney	0.2375
kidney	0.352941176
respect	0.166666667
respect	0.2
respect	0.210526316
respect	0.211538462
terms	0.166666667
terms	0.25
deaths	0.166666667
processing	0.166666667
processing	0.192307692
processing	0.234375
processing	0.357142857
risk	0.166666667
risk	0.21875
risk	0.233333333
risk	0.236111111
risk	0.282608696
opinion	0.170454545
method	0.230769231
method	0.363636364
possibilities	0.171052632
impression	0.171052632
memory	0.171052632
memory	0.194444444
memory	0.2
memory	0.288461538
memory	0.366666667
brains	0.171052632
brains	0.176470588
control	0.171875
control	0.234375
control	0.265625
form	0.171875
form	0.204545455
form	0.210526316
context	0.171875
context	0.25
zone	0.171875
zone	0.234375
zone	0.235294118
zone	0.318181818
link	0.171875
failure	0.171875
failure	0.205882353
failure	0.205882353
failure	0.359375
places	0.173076923
rat	0.173076923
rat	0.35
nickel	0.173076923
nickel	0.216666667
bulb	0.175
times	0.175
times	0.175
times	0.21875
times	0.236842105
onset	0.175
onset	0.3125
onset	0.34375
onset	0.453125
muscles	0.175
feature	0.175
efficiency	0.175
efficiency	0.326086957
combination	0.175
combination	0.260869565
combination	0.28125
machine	0.175
culture	0.175
culture	0.194444444
complexity	0.175
characterization	0.175
characterization	0.210526316
characterization	0.234375
characterization	0.3
characterization	0.4375
authors	0.175
authors	0.282608696
pellets	0.175
pellets	0.25
state	0.176470588
state	0.2875
state	0.325
experience	0.176470588
experience	0.3125
step	0.176470588
step	0.183333333
step	0.2625
step	0.263888889
step	0.28125
drugs	0.176470588
drugs	0.183333333
drugs	0.263888889
pattern	0.176470588
pattern	0.225
pattern	0.25
pattern	0.275
pattern	0.355263158
origin	0.25
recognition	0.176470588
recognition	0.25
recognition	0.28125
observations	0.176470588
observations	0.192307692
observations	0.234375
observations	0.236111111
values	0.303571429
modifications	0.176470588
modifications	0.276315789
maintenance	0.176470588
maintenance	0.25
maintenance	0.328125
target	0.176470588
target	0.233333333
target	0.319444444
investigations	0.178571429
methods	0.178571429
methods	0.232142857
organs	0.178571429
organs	0.210526316
organs	0.25
organs	0.28125
rhythms	0.178571429
model	0.25
model	0.285714286
model	0.307692308
model	0.333333333
coat	0.220588235
cell	0.178571429
cell	0.2375
cell	0.25
cell	0.276315789
cell	0.279411765
term	0.178571429
results	0.178571429
results	0.2375
results	0.25
results	0.2875
partner	0.178571429
partner	0.183333333
partner	0.21875
models	0.180555556
models	0.183333333
models	0.225
models	0.265625
models	0.275
reason	0.205882353
reason	0.266666667
impact	0.214285714
impact	0.214285714
favor	0.183333333
dog	0.183333333
movement	0.183333333
movement	0.270833333
rise	0.183333333
rise	0.234375
rise	0.34375
Results	0.183333333
care	0.21875
function	0.183333333
function	0.205882353
function	0.235294118
function	0.367647059
turn	0.183333333
turn	0.211538462
turn	0.25
turn	0.265625
timing	0.183333333
discovery	0.183333333
discovery	0.222222222
discovery	0.272727273
Green	0.183333333
peak	0.183333333
situations	0.19047619
addition	0.184210526
addition	0.196428571
addition	0.225
addition	0.233333333
addition	0.25
surface	0.215909091
surface	0.25
surface	0.328125
surface	0.375
case	0.220588235
case	0.25
decision	0.1875
lenses	0.1875
lenses	0.265625
lenses	0.359375
generation	0.265625
generation	0.3125
stop	0.1875
obesity	0.1875
obesity	0.216666667
obesity	0.25
obesity	0.297619048
obesity	0.336956522
fiber	0.1875
fiber	0.25
fiber	0.3
fiber	0.338235294
dependence	0.1875
dependence	0.220588235
dependence	0.411764706
factor	0.1875
factor	0.194444444
factor	0.267857143
factor	0.3125
loop	0.1875
loop	0.265625
loop	0.347826087
show	0.1875
show	0.25
weight	0.1875
weight	0.197368421
weight	0.205882353
degrees	0.19047619
degrees	0.25
urine	0.19047619
urine	0.267857143
hours	0.226190476
attempt	0.220588235
backgrounds	0.191176471
backgrounds	0.296875
backgrounds	0.296875
backgrounds	0.316666667
majority	0.216666667
strategy	0.191176471
strategy	0.297619048
defense	0.303571429
subjects	0.191176471
phases	0.386363636
selection	0.191176471
selection	0.21875
selection	0.266666667
selection	0.347222222
share	0.191176471
Table	0.192307692
Table	0.25
Table	0.261904762
Table	0.265625
Table	0.3125
fertilization	0.194444444
fertilization	0.21875
detail	0.25
detail	0.297619048
burst	0.194444444
transparency	0.194444444
Animals	0.194444444
theory	0.194444444
development	0.194444444
development	0.25
development	0.364583333
month	0.195652174
proportion	0.196428571
correlation	0.196428571
correlation	0.2
correlation	0.339285714
correlation	0.546875
segments	0.196428571
segments	0.308823529
segments	0.323529412
cord	0.196428571
cord	0.235294118
cord	0.25
cord	0.25
cord	0.304347826
flow	0.196428571
flow	0.323529412
potential	0.196428571
potential	0.25
potential	0.25
potential	0.259615385
potential	0.261904762
Mice	0.196428571
Mice	0.367647059
inheritance	0.421052632
metal	0.196428571
colleagues	0.279411765
disorder	0.203125
disorder	0.216666667
disorder	0.265625
disorder	0.352941176
efforts	0.197368421
efforts	0.264705882
week	0.197368421
activation	0.2
activation	0.203125
activation	0.361111111
Stress	0.2
initiation	0.2
diet	0.2
White	0.269230769
Defects	0.2
harvest	0.3
cohorts	0.2
cohorts	0.4375
cohorts	0.446428571
cohorts	0.472222222
Support	0.2
cycle	0.2
cycle	0.234375
cycle	0.25
cycle	0.25
cycle	0.333333333
destruction	0.2
destruction	0.203125
causes	0.316666667
disruptions	0.2
disruptions	0.321428571
disruptions	0.4375
contact	0.234375
contact	0.235294118
contact	0.305555556
contact	0.3625
individual	0.2
procedures	0.303571429
output	0.2
output	0.357142857
presentation	0.235294118
Raising	0.2
checkpoints	0.2
fibers	0.2
reporter	0.2
reporter	0.277777778
reporter	0.28125
reporter	0.388888889
reporter	0.45
evolution	0.202380952
evolution	0.222222222
evolution	0.230769231
syndrome	0.203125
syndrome	0.220588235
syndrome	0.296875
syndrome	0.326086957
syndrome	0.366666667
ground	0.409090909
reduction	0.203125
reduction	0.205882353
reduction	0.25
reduction	0.3
reduction	0.338235294
genes	0.203125
genes	0.214285714
genes	0.25
genes	0.328125
genes	0.375
research	0.25
production	0.222222222
production	0.279411765
Brown	0.203125
acid	0.203125
acid	0.232142857
acid	0.234375
acid	0.380952381
year	0.234375
machinery	0.205882353
machinery	0.321428571
Third	0.205882353
Third	0.235294118
Absorption	0.205882353
ball	0.205882353
fat	0.205882353
fat	0.223684211
fat	0.25
spread	0.205882353
Analysis	0.205882353
Analysis	0.308823529
injury	0.205882353
injury	0.3125
relation	0.205882353
shift	0.205882353
birth	0.205882353
birth	0.205882353
birth	0.216666667
birth	0.285714286
birth	0.3
file	0.206521739
file	0.216666667
panel	0.208333333
panel	0.235294118
panel	0.328125
layers	0.208333333
layers	0.25
maze	0.208333333
help	0.234375
New	0.25
technique	0.210526316
technique	0.397058824
insight	0.210526316
insight	0.302631579
sand	0.210526316
processes	0.2125
deafness	0.2125
deafness	0.381578947
examination	0.2125
examination	0.21875
targets	0.214285714
targets	0.25
targets	0.265625
knowledge	0.222222222
knowledge	0.266666667
involvement	0.214285714
involvement	0.235294118
involvement	0.28125
breeding	0.214285714
breeding	0.25
breeding	0.291666667
gene	0.214285714
gene	0.25
gene	0.3
gene	0.352941176
gene	0.361111111
modification	0.214285714
modification	0.346153846
modification	0.361111111
programs	0.214285714
programs	0.296875
programs	0.35
liver	0.216666667
liver	0.216666667
liver	0.315789474
oxygen	0.216666667
signal	0.216666667
signal	0.266666667
signal	0.275
signal	0.3125
signal	0.333333333
roles	0.216666667
roles	0.294117647
exit	0.216666667
Family	0.216666667
event	0.216666667
attack	0.216666667
obstacle	0.216666667
horns	0.283333333
century	0.216666667
complex	0.21875
complex	0.25
complex	0.339285714
complex	0.345238095
complex	0.40625
consideration	0.21875
consideration	0.3125
organization	0.21875
organization	0.236842105
organization	0.25
organization	0.260869565
organization	0.4
reductions	0.21875
stripes	0.21875
stripes	0.236111111
borders	0.21875
determinations	0.21875
determinations	0.333333333
impairment	0.21875
impairment	0.25
impairment	0.265625
impairment	0.328125
impairment	0.375
manner	0.21875
manner	0.291666667
manner	0.305555556
formation	0.21875
formation	0.277777778
formation	0.28125
formation	0.3125
box	0.21875
box	0.222222222
tool	0.21875
fungi	0.21875
fungi	0.296875
fungi	0.333333333
burden	0.333333333
volunteers	0.220588235
strains	0.220588235
strains	0.234375
strains	0.25
strains	0.275
strains	0.407894737
Changes	0.220588235
content	0.220588235
content	0.383333333
layer	0.220588235
themes	0.220588235
feasibility	0.220588235
feasibility	0.25
resistance	0.220588235
resistance	0.25
resistance	0.264705882
resistance	0.328947368
resistance	0.347826087
commonplace	0.222222222
population	0.227272727
population	0.235294118
population	0.25
population	0.326923077
literature	0.222222222
specification	0.222222222
specification	0.25
specification	0.3
specification	0.359375
receptors	0.222222222
receptors	0.357142857
receptors	0.361111111
receptors	0.397727273
receptors	0.472222222
chemical	0.222222222
chemical	0.233333333
chemical	0.326086957
tension	0.222222222
environments	0.223684211
discharge	0.265625
exchange	0.223684211
exchange	0.28125
location	0.223684211
location	0.263888889
mechanism	0.225
mechanism	0.265625
mechanism	0.266666667
mechanism	0.267857143
reversal	0.225
reversal	0.573529412
depletion	0.225
depletion	0.265625
depletion	0.333333333
depletion	0.388888889
depletion	0.45
influences	0.225
accessibility	0.225
respects	0.225
chow	0.225
chow	0.275
chow	0.275
chow	0.367647059
chow	0.411764706
virus	0.226190476
virus	0.25
embryos	0.230769231
embryos	0.28125
embryos	0.366666667
embryos	0.375
embryos	0.40625
degeneration	0.232142857
degeneration	0.264705882
degeneration	0.359375
degeneration	0.375
degeneration	0.434210526
markers	0.232142857
management	0.315789474
management	0.369565217
responses	0.232142857
responses	0.233333333
maps	0.232142857
limbs	0.233333333
patterning	0.233333333
patterning	0.25
patterning	0.3375
patterning	0.338235294
patterning	0.359375
significance	0.233333333
significance	0.25
significance	0.3
significance	0.35
dosage	0.233333333
unit	0.233333333
lines	0.233333333
lines	0.25
lines	0.288461538
lines	0.305555556
lines	0.333333333
sequencing	0.233333333
sequencing	0.392857143
signature	0.234375
signature	0.46875
salt	0.234375
populations	0.234375
nails	0.27173913
individuals	0.234375
individuals	0.235294118
endings	0.234375
variation	0.234375
variation	0.25
variation	0.265625
variation	0.283333333
application	0.235294118
application	0.30952381
orders	0.235294118
outcomes	0.235294118
fractions	0.235294118
fractions	0.25
touch	0.235294118
losses	0.235294118
determination	0.235294118
determination	0.361111111
deletion	0.235294118
deletion	0.272727273
deletion	0.275
deletion	0.426470588
deletion	0.453125
targeting	0.236111111
membrane	0.236111111
membrane	0.266666667
membrane	0.367647059
membrane	0.368421053
draft	0.239130435
property	0.289473684
property	0.336956522
introduction	0.302631579
prediction	0.239130435
effectiveness	0.302631579
concentrations	0.25
concentrations	0.357142857
transcripts	0.25
